product_code;country;mde_value;operator
4041014;DE;410690;4072
3023290;NL;410023;10108
8052200;ES;409101;1479
4061030;BE;409164;7123
2031211;DE;408570;354
6012030;NL;408330;7542
4032093;CZ;408040;10306
4022118;BE;407933;770
4090000;RO;407046;4301
4039013;DE;406394;4910
4012099;DE;405508;2813
2031110;DE;405347;4726
4061030;DE;405350;6517
2022050;PL;403809;6790
2031110;FR;403920;1198
1022991;AT;403844;143
6031100;NL;402493;3099
4051011;DE;400318;4598
3021400;SE;400185;9463
4062000;PL;399973;609
3021400;SE;399510;8759
4061080;PL;399030;8999
3039190;ES;398609;5097
2050020;ES;398425;10468
4041058;AT;397779;5685
2031110;FR;397703;8161
3061799;ES;397576;9101
4032091;AT;396572;1164
4061030;HU;396632;4949
1022949;FR;396379;4299
3054100;EE;395482;6641
4061050;DE;393766;7186
8134030;ES;393455;382
4022191;NL;393184;8878
3043900;ES;392738;10568
2050020;RO;391378;1569
3048100;DK;391017;9256
2050020;PL;390494;8168
2101131;ES;390171;236
3021400;SE;389553;5125
4049021;FR;388538;10345
4069001;NL;387767;6090
9041100;FR;387153;3012
3028530;GR;386488;10399
3074335;ES;386448;3035
3025110;NL;386208;1304
2012020;PL;385533;2216
4039093;AT;383801;9049
1022999;FR;383529;6709
4069086;DE;382466;134
3074210;FR;382345;1304
2050020;ES;381754;8168
4069069;FR;381779;450
4069069;FR;381620;3218
4069086;AT;379625;5983
8029200;CZ;379418;7348
3021400;SE;378929;9594
3061799;ES;377801;5886
1022951;HR;377280;10020
1039219;BE;376387;9496
8107000;ES;375273;10865
6029099;NL;375066;10865
4012011;AT;374286;1164
2071190;GR;373408;10767
2031955;DE;372388;4028
2031219;FR;371703;2142
2031211;FR;371516;7283
7019090;DE;370580;2553
4012091;CZ;369779;10865
2031211;BE;368924;1036
4032091;AT;368822;9049
4069086;DE;368742;2469
1022991;SI;368427;5077
8051022;ES;368283;4091
4069069;FR;368044;3175
3028530;GR;367367;8382
2072610;DE;366868;10865
2011000;FR;366479;1419
2031955;ES;365676;4289
4061050;DK;365587;388
2071410;NL;365537;922
4061050;DE;364486;8306
7019090;FR;364476;2553
2032955;DK;364460;5540
2031110;FR;364160;965
3021400;FR;364014;4286
2012050;FR;363806;642
3053211;DK;363401;8003
3028410;GR;363380;8382
7096010;ES;362910;3927
3048310;NL;362788;5577
2012090;ES;362726;10331
7070005;ES;361626;3049
8013200;DE;361026;4598
7019090;FR;360825;3758
1022959;FR;360398;410
4012099;PL;360048;2744
8024100;PT;358690;3499
1022959;FR;358149;3496
2101219;NL;358114;10507
4069076;BE;358018;8046
2013000;IE;357433;802
2031110;DE;356190;9436
4071100;FR;355347;508
4012099;DE;355154;192
2011000;FR;355176;6649
4032013;GR;354923;369
4063039;FR;354599;10345
4029110;FR;354522;2916
1012910;FR;354372;604
2050020;PL;353954;208
2031211;DE;353928;7623
4059010;BE;353669;2836
2012090;NL;353517;6703
2101131;ES;352863;8282
4032093;DE;352783;7661
4021019;DE;352578;3377
1022999;FR;352096;5284
3028410;GR;351397;7763
8021290;ES;351086;8084
3056200;NL;349498;2267
1041030;FR;349466;4100
3054100;NL;349219;8864
2071410;DE;349171;5540
2031955;DE;349145;699
7020000;FR;348499;8306
3021400;FR;348208;6313
1022999;FR;347401;7562
2031955;ES;347281;7623
1022999;FR;347247;4341
2031913;FR;346745;2501
3075200;ES;346584;4942
3021400;SE;346683;10176
8052200;ES;346620;6375
1022910;AT;345533;143
3028410;HR;345394;5785
4021019;NL;345299;6090
4069021;PL;345076;729
3074220;FR;344645;9246
4022118;IE;344682;2279
3055985;ES;342687;6703
1022959;FR;342563;3625
3047110;DK;342329;8003
2031110;FR;342075;5305
3048700;ES;340963;4384
2072610;DE;340657;2887
2011000;ES;339746;10865
7019090;DE;339549;10865
3048700;ES;339438;10110
8029200;ES;339180;9531
3048990;GR;339069;10399
3061791;ES;338326;8382
8021290;ES;337721;8993
2013000;IE;337432;4289
2032959;ES;336483;10865
1022991;FR;336258;5305
4069032;GR;336195;7595
8105000;GR;335336;3323
4069013;DE;334961;313
3048400;ES;335019;4384
2031211;ES;334431;949
4061050;PL;334469;2559
1022991;HR;334154;2519
2013000;IE;334008;1354
4061080;LV;333797;2357
3061799;ES;333434;1705
1022999;FR;333353;999
8044000;NL;333202;3953
4015031;BE;332215;175
4051019;DE;332071;10052
2013000;NL;331788;1354
2031110;DE;331164;3007
2013000;ES;330718;6790
4069069;AT;329771;313
2031955;DK;329582;2788
3028410;GR;328983;3225
1022999;FR;328989;2183
2012020;PL;328904;1419
8105000;GR;328504;582
7123900;HR;328450;5624
7102100;FR;327511;9256
3047190;DE;326851;2303
4090000;RO;326358;158
2042230;FR;326141;964
2031110;DE;326065;10075
2012050;NL;325767;3207
4061050;DE;325621;600
4022118;FR;324486;9947
4012099;SI;324205;5975
4021019;FR;323760;6854
2012050;PL;323794;405
7108095;BE;323609;3393
4011090;CZ;322368;2744
8044000;FR;321864;582
4069079;FR;321694;10499
8104030;ES;320881;9535
8121000;RO;320927;496
4061050;DE;319799;9352
4022118;PL;319640;10052
3056200;NL;319437;7495
4012091;AT;319113;1386
7108095;PL;319032;3725
4015039;DE;318957;8071
4090000;ES;318461;3297
2031110;FR;318423;27
6021010;FR;318197;147
3021180;ES;317626;10865
4012099;SI;317600;280
4061030;DK;317559;10865
4069001;DE;317202;7818
2031211;ES;317096;699
7011000;NL;317000;894
3054100;PL;315669;10865
2013000;NL;315311;431
4012099;DE;315153;3650
4012011;AT;314498;6412
7051100;ES;314469;9960
3028530;GR;314290;3225
1022999;FR;313960;832
2011000;ES;313476;7482
4069001;DE;313224;7553
2013000;IE;313214;1063
4090000;HU;312978;3251
4015039;PL;312609;2744
4015039;DE;312229;134
2031211;NL;311876;188
3048990;ES;311447;2730
4051011;ES;311109;3993
4069001;DE;310615;3020
2041000;FR;309966;481
3021400;SE;310005;8801
2031110;DE;309899;9493
4079010;ES;309968;1108
9011100;PL;309692;10378
1022999;FR;309391;7213
2031110;FR;309161;5148
3061799;BE;309226;8011
4012011;CZ;309019;4598
4022118;BE;308578;4910
3061110;FR;308220;3723
1022959;FR;307479;6774
4032093;DE;307337;4598
2012050;BE;307391;236
9012100;BE;307052;845
1022999;FR;306965;6350
1022999;FR;306680;3083
4029910;ES;306447;1204
1022949;FR;306286;6866
3022400;ES;306306;1304
4061030;DE;306395;6380
7095100;PL;306038;4707
3075100;ES;306166;677
4061030;BE;305955;5774
3028530;GR;305948;5125
4032011;GR;305311;4598
3028530;GR;304786;4194
8025200;DE;304735;506
7108051;ES;304203;3049
6031100;NL;303895;4598
2050020;ES;303618;9116
4081981;PL;303295;1108
5119985;NL;302578;6347
8029200;DE;302580;10865
1022999;FR;302422;935
7020000;NL;302308;298
2031211;PL;302227;6402
4090000;HU;301323;10865
4012099;AT;301208;6023
4032093;AT;300124;9049
2031955;DE;300089;70
4051019;BE;299514;1168
1022999;ES;299559;9226
4012091;AT;299448;6517
4069089;DE;298641;5114
2089030;HU;298578;10865
4011090;BE;298531;10345
4032091;DE;297567;4598
8119050;LV;296936;8027
4069074;NL;296972;6867
1012100;IE;296822;10004
4022919;FR;296567;326
1022999;FR;296069;8713
4061080;DE;295301;2048
2032219;ES;295350;1035
2011000;BE;295185;10331
4012099;DE;294868;7667
4063039;DE;294753;4650
2031955;ES;294790;9894
2031915;BE;294696;4726
7019090;DE;294243;987
2012090;NL;294043;139
1022999;FR;293158;965
1039219;HR;292896;6769
7095600;RO;292658;7357
2031955;DE;292723;1354
7108069;RO;292159;6601
8071900;NL;292031;582
2031211;DK;291745;1040
3061500;DK;291770;5886
1041030;HU;291687;3346
8104050;PL;291293;659
2031955;NL;291029;4726
2012050;DK;290877;9402
4061030;DE;290479;10582
2031110;DE;290447;4368
4014090;ES;290355;1583
8021290;ES;290138;5949
9011100;BE;289818;472
2012050;HR;289819;4359
7020000;ES;289665;10865
4061030;DE;289534;313
4012099;SI;289194;7746
3061799;ES;289192;992
1022999;FR;289004;517
4061030;NL;288908;6380
7096010;ES;288453;813
2031955;NL;288511;1210
2031913;FR;288365;5148
2031211;ES;288355;1335
7131010;HU;288062;6296
1022951;HR;288025;10865
2031955;ES;287444;5017
2012090;DE;287350;3589
7131010;HU;286759;4843
1022999;FR;286623;1566
7103000;ES;286543;8848
1022959;CZ;286492;6683
2031211;ES;286240;1036
5051090;PL;285551;4249
7102100;FI;285553;9256
3048100;SE;285226;8948
3061799;ES;285260;6412
2012030;DE;285166;8287
4039091;BE;284967;10306
3061799;ES;284395;230
2071410;PL;283852;1049
4061030;DE;283710;17
4021019;FR;283558;9947
7102200;FR;282530;8848
2031110;DE;282012;4943
2011000;PL;281820;4686
4061030;DE;281773;6284
2032990;ES;281494;354
4051011;BE;281309;287
4059010;NL;281262;2279
7082000;FR;281261;156
8025200;BE;280807;9495
3074335;ES;280518;2066
1022999;FR;280300;3055
3061500;IE;280181;5601
3021400;SE;280006;9498
8023100;FR;279881;2058
7019090;DE;279707;2157
4021019;PL;279658;9382
2050020;PL;279522;6687
2011000;FR;279207;3207
3073110;ES;279110;8660
3074220;FR;279131;7763
2011000;BE;278636;9441
3054100;PL;278300;904
2011000;PL;278307;8487
2031955;ES;278085;2501
4012011;AT;277853;6527
1022999;FR;277729;4469
6029099;DE;277035;4598
2013000;PL;277161;863
4021019;NL;276933;4472
1022999;FR;276707;971
2031211;NL;276641;2217
3048100;DK;276657;4598
1022999;FR;276050;99
3061210;DK;275344;4227
2013000;DK;275216;5886
2012020;FR;275313;9441
8104050;NL;274385;7369
2011000;BE;273860;236
3048100;ES;273239;5601
2050020;BE;273313;9668
2032955;DK;272974;354
2031211;NL;272605;8165
4061030;DE;272637;4556
2031110;FR;272586;928
7132000;PT;272214;2206
3054100;PL;271612;3764
4021019;PL;271284;1846
8025100;DE;270954;10865
8105000;GR;270766;32
3048100;NL;270460;4028
4069089;DE;269956;2048
4021019;DE;269982;2279
4022118;DE;269344;4358
3021400;SE;268972;4566
3072290;DK;268792;9003
3028990;ES;268099;8382
7095100;PL;267997;6079
2012090;NL;267972;3589
3047411;DE;267798;10721
3048990;DK;267679;4227
4061050;AT;267325;1164
3061500;IE;267119;8689
8081080;DE;267138;2585
7019090;FR;266836;1351
2031219;ES;266901;5017
2050020;ES;266684;1569
7096010;ES;266532;9609
6042020;DK;266264;129
2031219;ES;266170;1040
3054100;PL;265993;7055
2081010;ES;265895;3637
3054100;FR;265731;7314
2012020;DE;265751;8287
2011000;FR;265573;5604
3048700;ES;265588;5601
7019090;FR;265156;5358
2013000;FR;265065;5203
2101111;ES;264822;2217
8055010;ES;264458;8382
3055190;PT;264328;39
1022130;AT;264358;1745
6029030;NL;264315;718
4051019;NL;264254;388
2031211;DE;264207;1040
2013000;DE;264031;4894
4071911;FR;263933;2967
1022999;FR;263849;560
1022999;FR;263591;1924
2050020;PL;263486;481
4021019;IE;263547;2279
3028490;GR;263157;10399
4021019;PL;262883;2836
8024100;PT;262747;815
9011100;DE;262796;2418
2031211;PL;262600;7093
2041000;FR;262152;10621
1022959;FR;262037;2202
2011000;ES;260940;8923
1022959;FR;260960;272
4069076;DE;260490;4598
4032019;DE;260487;4598
4014090;FR;260200;2069
2071410;RO;260242;5017
2031955;AT;260157;4726
2032955;DK;259252;3488
1022991;FR;259364;1471
4041002;FR;259125;4997
1022999;FR;259028;6184
3028410;GR;259044;1304
4071919;FR;258890;4964
3054300;DE;258477;4598
2101111;ES;258089;9108
